plant_type,soil_type,pot_size,growth_stage,moisture,temperature,humidity,light,sunlight_hours,time_since_last_water,watering_frequency,water_needed,health_score
Areca Palm,clay,small,young,53.5,35.8,75.0,503.3,6.4,44.7,4,0,86.2
Areca Palm,sandy,small,seedling,47.9,33.6,33.8,599.2,5.3,45.2,4,0,93.3
Monstera,clay,large,seedling,65.9,17.0,78.18908621397243,303.7,5.7,50.4,4,0,80.9
Spider Plant,sandy,medium,seedling,44.8,18.4,66.2,937.6,8.6,7.3,1,0,87.9
Fern,clay,medium,young,67.9,23.8,66.02699048548561,223.6,3.6,49.0,3,0,99.0
Spider Plant,clay,large,seedling,25.2,16.1,58.3,545.2,4.1,21.8,2,0,77.8
Areca Palm,loamy,large,seedling,46.2,37.4,41.0,547.7,5.3,19.4,4,0,79.2
Snake Plant,sandy,medium,seedling,33.5,36.0,53.5,909.2,8.1,11.4,2,1,78.1
Fern,clay,small,mature,50.3,35.2,89.29418371630433,191.3,3.0,66.1,3,1,77.0
Monstera,clay,medium,mature,70.4,24.1,89.6,353.3,4.4,62.7,3,0,100.0
Peace Lily,clay,small,young,55.8,32.2,73.2,533.9,5.4,15.4,4,0,97.2
Aloe Vera,loamy,small,young,28.9,30.0,60.9,1009.3,9.9,34.1,1,0,96.3
Tulsi,loamy,small,seedling,45.6,20.8,81.4,427.1,5.9,27.1,4,0,98.5
Monstera,sandy,medium,young,56.4,30.6,82.7,589.9,6.0,60.4,3,0,100.0
Jade Plant,loamy,medium,young,14.1,30.7,58.7,795.1,7.1,19.9,1,0,100.0
Monstera,sandy,small,mature,77.1,32.6,88.0,128.0,3.3,1.8,5,0,100.0
Monstera,clay,medium,young,71.8,23.9,88.56051453685038,242.7,3.4,49.4,5,0,100.0
Areca Palm,loamy,medium,mature,60.8,21.9,36.9,329.3,4.5,9.2,4,0,97.6
Fern,sandy,large,young,51.4,30.1,74.71653988646838,411.5,5.5,42.2,4,1,99.6
Snake Plant,clay,small,mature,16.9,28.4,91.1,560.2,6.5,27.5,1,1,98.0
Money Plant,sandy,small,seedling,69.5,22.9,94.1,558.7,4.4,13.0,3,0,95.8
Peace Lily,loamy,small,young,52.6,29.6,80.16976205078461,257.0,2.6,56.1,3,1,81.3
Spider Plant,loamy,medium,young,12.0,24.9,58.4,1170.0,7.7,64.2,1,1,87.6
Fern,sandy,small,mature,52.1,15.1,76.4,200.7,2.4,22.0,4,1,85.7
Money Plant,clay,medium,young,46.6,31.7,66.7,402.8,7.0,64.9,4,0,98.6
Aloe Vera,sandy,medium,seedling,8.0,20.3,75.9,953.8,8.9,12.2,1,1,83.7
Money Plant,clay,large,young,58.7,32.7,68.6,496.1,6.0,1.4,2,0,100.0
Spider Plant,clay,medium,seedling,19.7,27.6,58.2,498.5,5.5,47.7,1,1,97.7
Jade Plant,loamy,small,young,26.1,34.1,32.3,334.2,6.5,7.7,1,1,97.0
Aloe Vera,clay,large,seedling,8.6,23.2,53.7,1146.2,8.2,49.6,1,1,84.8
Aloe Vera,sandy,small,mature,17.2,17.0,32.7,1169.7,8.0,56.1,1,0,85.8
Snake Plant,clay,large,seedling,25.5,25.5,93.4,352.4,4.5,2.8,1,0,97.9
Peace Lily,clay,large,seedling,46.1,17.2,83.21742596217953,171.5,2.7,31.5,3,1,81.2
Snake Plant,clay,medium,seedling,32.4,17.6,53.0,886.9,7.4,30.4,2,0,83.9
Tulsi,sandy,small,mature,63.6,31.7,93.7,477.2,5.2,57.8,2,0,100.0
Tulsi,loamy,medium,young,66.9,29.1,85.4,339.2,6.9,66.3,4,0,96.1
Spider Plant,clay,small,seedling,42.3,21.0,47.0,1001.9,8.9,24.4,1,0,100.0
Jade Plant,sandy,medium,mature,20.4,31.7,58.7,689.2,8.6,59.5,1,0,100.0
Jade Plant,sandy,small,mature,14.2,36.5,60.4,699.2,8.0,54.1,1,1,73.2
Peace Lily,clay,small,mature,60.9,20.1,70.0,214.6,3.8,6.3,3,0,100.0
Peace Lily,sandy,medium,mature,56.3,30.0,79.21845763926163,537.5,5.3,69.3,5,0,100.0
Fern,loamy,small,mature,56.2,30.4,91.5,399.6,5.4,55.3,3,0,100.0
Peace Lily,loamy,medium,seedling,43.2,17.2,89.04593599720404,387.6,5.9,37.6,4,1,82.0
Money Plant,sandy,medium,seedling,46.3,33.9,77.0,356.3,5.8,67.0,3,0,88.9
Areca Palm,sandy,large,young,70.1,17.5,54.0,531.6,5.8,32.4,4,0,91.6
Fern,sandy,medium,seedling,81.5,27.2,76.90261872375743,576.3,4.0,12.8,5,0,100.0
Tulsi,sandy,medium,mature,51.4,28.8,86.8,482.7,5.3,49.9,3,0,97.5
Spider Plant,clay,medium,young,38.4,33.5,34.7,928.7,8.2,22.6,2,1,100.0
Fern,loamy,small,seedling,71.7,19.8,75.0,592.6,4.8,12.8,5,0,100.0
Peace Lily,loamy,small,young,81.5,27.9,74.61172765939327,552.4,5.0,20.6,5,0,100.0
Money Plant,loamy,small,seedling,36.0,23.8,28.7,348.3,6.3,20.6,3,1,97.5
Money Plant,loamy,medium,seedling,65.5,32.3,27.3,502.7,5.8,40.5,2,0,87.2
Fern,clay,small,mature,54.5,33.0,80.9,183.3,3.5,56.7,5,1,86.9
Fern,sandy,small,mature,72.0,20.8,89.04942186843006,511.4,5.6,46.6,4,0,100.0
Fern,loamy,large,seedling,54.7,32.9,94.42086632470085,292.5,2.3,52.9,3,1,71.2
Money Plant,clay,medium,mature,68.5,21.1,36.3,512.9,5.0,11.1,2,0,96.5
Peace Lily,loamy,small,mature,62.4,29.2,79.25560629019883,241.5,2.3,37.8,5,0,100.0
Fern,sandy,large,seedling,47.4,24.6,90.9188858603491,399.3,4.7,21.1,3,1,100.0
Jade Plant,loamy,medium,mature,2.0,33.9,93.7,867.4,8.7,65.1,1,1,71.1
Jade Plant,sandy,small,mature,24.2,35.4,51.7,377.0,6.5,52.1,1,1,70.2
Fern,clay,large,mature,79.3,25.2,71.2109465001994,119.2,2.3,70.0,3,0,100.0
Fern,sandy,large,seedling,50.5,19.8,74.84733081793992,207.6,2.4,50.6,5,1,89.8
Spider Plant,loamy,small,mature,40.2,30.8,26.7,316.3,4.4,57.2,1,0,100.0
Jade Plant,sandy,medium,young,15.1,23.9,69.1,502.0,6.1,38.5,1,0,100.0
Jade Plant,sandy,large,mature,12.8,16.0,84.4,773.9,8.0,49.4,1,0,76.1
Monstera,clay,medium,young,50.1,33.9,64.77335111153414,259.5,3.6,39.3,3,1,100.0
Tulsi,clay,large,mature,34.5,29.9,92.0,312.5,4.4,41.2,4,1,98.9
Fern,sandy,medium,seedling,57.8,32.2,91.69698106205168,342.7,5.4,13.2,4,0,91.2
Monstera,sandy,small,seedling,46.7,30.4,76.14428212913579,387.2,4.2,4.9,5,1,86.0
Jade Plant,clay,medium,young,7.3,17.9,70.9,1140.1,8.5,22.9,1,1,74.5
Jade Plant,loamy,medium,mature,15.9,28.4,64.6,857.0,7.3,0.3,1,0,97.5
Aloe Vera,loamy,large,mature,7.7,25.0,83.8,1126.7,8.9,33.3,1,1,83.6
Monstera,clay,large,seedling,77.6,19.0,91.19539636262977,246.7,2.8,45.1,3,0,100.0
Money Plant,loamy,large,seedling,64.2,33.7,65.5,465.5,6.7,39.1,2,0,95.0
Areca Palm,loamy,small,young,58.2,24.0,87.4,450.3,4.4,6.5,3,0,98.6
Money Plant,loamy,small,mature,37.8,30.7,78.0,584.6,4.5,47.5,2,1,100.0
Areca Palm,clay,small,seedling,43.2,32.5,41.2,362.0,4.1,65.4,2,0,88.6
Areca Palm,clay,small,seedling,61.2,37.6,47.7,382.0,5.9,53.4,4,0,80.8
Jade Plant,sandy,medium,mature,26.7,23.7,66.1,375.5,6.3,70.0,1,0,97.2
Spider Plant,clay,medium,young,14.2,33.2,87.1,369.0,6.2,37.0,1,1,97.8
Tulsi,sandy,small,young,58.3,28.8,82.2,516.1,6.4,34.7,3,0,99.8
Aloe Vera,loamy,small,mature,3.6,34.2,26.6,696.7,8.3,45.3,1,1,95.4
Jade Plant,sandy,small,seedling,33.6,20.9,37.6,938.2,8.4,1.3,1,0,100.0
Monstera,sandy,small,young,59.0,29.0,89.06272511464982,538.4,4.4,59.1,3,0,96.8
Fern,clay,small,mature,68.3,30.8,89.6,121.7,3.5,14.6,3,0,100.0
Fern,loamy,medium,seedling,80.6,28.9,61.36627972663449,451.0,5.1,8.5,5,0,99.8
Tulsi,loamy,large,seedling,59.0,35.6,79.2,562.4,5.3,50.2,4,0,79.3
Areca Palm,clay,medium,mature,67.5,33.5,88.6,340.2,4.3,34.4,4,0,97.3
Snake Plant,clay,large,mature,43.4,24.4,38.2,335.3,6.9,0.5,1,0,100.0
Peace Lily,clay,medium,seedling,53.7,18.6,74.82465416016771,155.1,3.5,49.0,5,1,77.5
Spider Plant,loamy,large,young,33.2,19.1,64.1,532.3,6.9,28.7,2,0,96.4
Snake Plant,loamy,small,young,16.4,33.0,91.4,1080.5,7.9,44.2,2,1,100.0
Money Plant,sandy,medium,mature,39.6,15.1,31.4,319.2,5.3,16.0,4,1,85.8
Money Plant,loamy,medium,young,62.8,29.1,61.5,532.1,4.2,12.6,4,0,99.9
Money Plant,sandy,large,mature,56.1,21.6,27.4,484.6,6.1,48.5,4,0,98.6
Money Plant,sandy,small,young,46.2,32.9,49.7,304.6,4.6,50.7,4,0,100.0
Fern,clay,large,mature,82.8,36.0,67.9203429536724,436.4,5.9,29.1,4,0,85.0
Tulsi,clay,large,seedling,47.1,27.8,60.2,587.0,6.4,63.1,2,0,100.0
Jade Plant,clay,large,young,27.3,37.2,64.4,1176.7,9.0,33.0,1,1,89.6
Jade Plant,sandy,medium,seedling,24.3,20.9,51.8,510.4,6.9,57.6,1,0,99.1
Peace Lily,loamy,large,seedling,53.8,31.1,83.57942708736348,322.8,5.3,67.1,4,1,74.8
Peace Lily,sandy,large,young,78.4,19.2,77.4649769127289,247.1,2.8,62.8,3,0,97.1
Aloe Vera,sandy,large,young,30.0,18.6,32.5,998.1,8.7,44.2,1,0,100.0
Fern,sandy,medium,young,79.5,29.3,90.40690924685937,296.9,4.0,66.0,5,0,97.8
Aloe Vera,loamy,small,seedling,29.5,27.1,54.6,404.2,6.1,61.9,1,0,100.0
Areca Palm,sandy,large,mature,33.9,25.6,73.2,330.2,5.1,26.0,2,1,100.0
Tulsi,loamy,medium,seedling,46.2,21.2,92.1,363.2,5.5,50.5,2,0,98.7
Spider Plant,clay,medium,seedling,41.2,28.1,93.5,1082.5,7.6,40.0,1,0,100.0
Aloe Vera,sandy,large,seedling,14.9,25.9,25.7,568.0,6.5,45.4,1,0,100.0
Peace Lily,clay,medium,young,59.1,27.9,65.716965810219,150.9,2.9,60.4,5,0,96.0
Peace Lily,clay,medium,young,54.0,27.9,90.2,235.9,3.4,43.6,3,1,100.0
Fern,sandy,medium,young,72.6,22.5,91.13713571983772,157.3,3.5,45.5,4,0,96.4
Tulsi,loamy,medium,young,67.8,29.5,65.0,403.1,4.2,22.6,2,0,100.0
Monstera,loamy,large,young,79.0,21.2,86.17634244667137,435.1,4.1,12.0,4,0,100.0
Tulsi,loamy,small,mature,64.7,20.8,77.1,330.9,4.5,4.6,2,0,100.0
Fern,sandy,small,young,47.2,27.1,94.7,565.6,4.6,22.3,5,1,97.5
Monstera,clay,large,seedling,45.3,18.0,83.7,559.3,5.7,33.6,5,1,93.7
Monstera,loamy,medium,seedling,50.5,37.3,75.97901971702771,563.2,5.0,31.3,5,1,81.4
Fern,clay,medium,young,61.5,27.4,81.3,102.1,2.6,37.7,4,0,100.0
Tulsi,clay,medium,young,53.0,27.3,73.1,529.8,4.9,57.5,3,0,100.0
Money Plant,loamy,medium,seedling,47.8,24.5,64.2,493.8,6.1,59.6,2,0,97.2
Snake Plant,clay,large,seedling,38.1,26.9,81.0,522.9,5.4,58.2,2,0,99.1
Snake Plant,sandy,small,young,32.8,17.5,56.9,305.8,4.9,3.6,2,0,90.3
Tulsi,sandy,medium,young,33.5,17.9,55.7,448.1,4.5,24.6,2,1,88.1
Areca Palm,clay,medium,mature,68.6,33.2,48.1,532.7,4.2,5.1,2,0,99.7
Aloe Vera,clay,medium,seedling,10.9,17.8,78.8,865.8,9.1,53.1,1,0,60.3
Areca Palm,loamy,small,mature,47.4,30.3,39.6,347.6,6.8,52.4,3,0,100.0
Fern,loamy,small,young,56.7,26.1,90.228018301236,122.6,2.9,45.6,3,0,98.2
Tulsi,clay,large,seedling,72.7,24.1,42.0,442.6,6.4,42.9,4,0,98.7
Snake Plant,sandy,small,young,47.7,17.1,68.3,493.4,4.3,50.5,1,0,92.9
Tulsi,clay,small,young,64.3,37.6,80.2,306.4,6.2,27.2,3,0,92.2
Monstera,sandy,medium,mature,70.4,25.1,79.83456068882298,397.1,4.2,33.7,3,0,100.0
Jade Plant,loamy,small,seedling,26.2,27.2,56.5,872.4,8.2,55.9,1,0,100.0
Tulsi,sandy,large,young,63.0,32.8,41.7,545.7,6.9,13.7,4,0,100.0
Fern,sandy,large,young,48.6,22.4,83.06118605534579,287.6,2.2,12.9,5,1,95.3
Snake Plant,clay,small,seedling,29.9,15.7,69.9,510.4,6.6,18.4,2,0,78.7
Jade Plant,loamy,small,seedling,16.3,36.4,39.6,648.0,9.6,57.7,1,1,60.6
Fern,loamy,medium,young,66.3,33.3,61.422860329602,160.8,2.3,68.0,5,0,100.0
Snake Plant,sandy,large,seedling,33.6,27.2,38.3,584.3,6.9,40.2,1,0,100.0
Snake Plant,loamy,large,young,30.9,30.5,74.2,354.1,4.8,28.9,1,0,98.4
Tulsi,loamy,large,young,55.2,36.5,88.2,423.7,6.5,45.6,3,0,93.3
Peace Lily,loamy,small,mature,65.3,27.5,68.89311945140585,434.2,5.8,28.6,5,0,100.0
Monstera,loamy,small,mature,41.2,18.1,87.3,254.3,3.3,67.9,3,1,88.2
Fern,loamy,large,mature,45.8,36.3,65.46374872210835,277.9,3.1,18.0,4,1,87.6
Monstera,sandy,large,young,45.1,28.1,87.7516468009998,265.1,2.7,49.7,4,1,85.8
Snake Plant,loamy,large,young,27.7,15.9,81.6,800.6,8.6,63.3,1,0,89.3
Snake Plant,sandy,large,mature,39.0,34.5,90.0,457.3,4.3,23.0,2,1,100.0
Peace Lily,loamy,large,seedling,83.7,18.5,86.34940710536857,327.0,4.3,31.1,4,0,92.9
Tulsi,sandy,medium,seedling,52.7,25.9,77.2,450.5,4.3,55.7,3,0,96.3
Tulsi,clay,large,seedling,42.4,26.2,70.7,457.3,7.0,17.4,4,0,97.7
Spider Plant,clay,large,mature,30.8,17.1,72.0,403.4,5.0,47.2,2,0,92.7
Tulsi,clay,large,young,70.7,29.3,55.8,412.1,4.6,54.6,2,0,100.0
Snake Plant,loamy,small,seedling,49.3,36.8,89.9,508.1,4.1,8.0,2,0,79.5
Money Plant,clay,small,mature,53.4,27.4,39.3,486.9,5.6,71.4,3,0,100.0
Money Plant,clay,large,mature,37.3,27.1,42.9,485.4,6.4,3.8,2,1,100.0
Money Plant,sandy,medium,mature,57.9,21.2,84.6,560.2,4.1,46.8,2,0,97.3
Spider Plant,loamy,large,seedling,37.6,35.8,58.9,450.2,4.9,33.0,1,1,84.3
Money Plant,sandy,small,mature,60.7,22.0,59.3,405.6,5.0,45.0,2,0,97.4
Fern,clay,small,mature,84.1,20.9,93.04478443729042,367.7,5.8,24.6,3,0,98.9
Tulsi,sandy,large,young,69.2,27.0,72.5,372.1,4.7,11.0,4,0,100.0
Jade Plant,clay,medium,mature,22.1,18.0,70.7,721.4,8.7,9.9,1,0,86.9
Fern,sandy,medium,seedling,49.6,30.1,79.50691043327491,335.5,5.8,22.9,3,1,93.8
Money Plant,clay,medium,young,66.2,22.0,77.2,382.1,6.8,56.1,4,0,96.1
Tulsi,sandy,large,mature,43.9,21.1,64.7,307.8,4.7,5.7,2,0,100.0
Tulsi,loamy,large,young,68.4,31.4,51.2,349.1,5.4,16.3,3,0,99.1
Money Plant,clay,medium,seedling,64.4,32.1,94.2,586.4,4.5,31.6,2,0,91.2
Peace Lily,clay,small,young,72.9,24.3,85.20703197234431,287.8,3.6,41.2,4,0,100.0
Money Plant,loamy,small,young,66.9,25.5,86.4,418.7,5.6,52.9,2,0,100.0
Fern,loamy,small,seedling,56.9,21.7,76.1471507387387,222.6,3.7,3.9,4,0,100.0
Tulsi,clay,large,young,42.0,17.1,60.0,508.8,6.8,9.7,4,0,89.1
Areca Palm,sandy,small,young,38.9,28.6,74.9,397.2,4.3,46.7,3,1,100.0
Tulsi,loamy,large,seedling,58.1,17.1,74.4,415.2,5.6,57.0,2,0,80.1
Tulsi,clay,large,young,48.2,16.0,37.0,348.6,6.6,10.4,4,0,92.7
Money Plant,clay,medium,young,46.1,31.8,92.3,339.5,4.4,14.6,2,0,100.0
Monstera,sandy,medium,young,43.0,34.7,68.32574239068168,442.7,4.4,29.5,4,1,95.8
Jade Plant,sandy,small,mature,29.2,21.4,69.0,355.5,6.8,4.0,1,0,98.5
Tulsi,sandy,large,mature,71.1,34.3,45.9,598.1,4.3,11.6,2,0,97.8
Jade Plant,loamy,large,seedling,14.9,37.2,77.5,530.6,6.1,23.2,1,1,69.0
Snake Plant,clay,large,seedling,42.4,21.7,34.4,424.1,5.6,15.1,2,0,97.1
Money Plant,sandy,large,mature,34.2,37.5,62.0,580.2,6.1,71.0,4,1,72.9
Jade Plant,clay,medium,mature,31.2,28.2,68.6,897.8,8.5,52.5,1,0,100.0
Tulsi,loamy,small,mature,36.1,21.7,38.5,335.4,5.9,61.1,3,1,88.0
Spider Plant,clay,small,young,23.3,23.0,81.4,752.7,7.5,4.9,1,0,98.0
Fern,clay,small,seedling,71.8,30.8,93.60394888385466,358.2,5.3,60.0,5,0,94.2
Areca Palm,clay,small,mature,51.3,18.1,35.9,438.7,6.7,58.6,4,0,100.0
Money Plant,loamy,medium,mature,53.1,31.7,47.1,399.5,5.7,66.0,2,0,100.0
Snake Plant,sandy,medium,seedling,33.2,22.8,51.3,416.9,6.9,42.9,1,0,100.0
Monstera,loamy,medium,mature,63.0,15.7,73.00542519105018,390.8,5.3,37.8,3,0,86.8
Peace Lily,sandy,small,seedling,58.6,25.2,65.39272220177507,196.7,3.4,62.9,5,0,98.1
Peace Lily,sandy,small,mature,72.0,30.6,73.56558755024305,334.8,5.5,22.4,4,0,95.4
Jade Plant,sandy,medium,young,23.9,35.5,32.2,613.5,9.0,54.6,1,1,76.4
Aloe Vera,clay,small,seedling,27.8,21.6,62.3,763.6,8.7,11.3,1,0,96.1
Jade Plant,loamy,large,seedling,13.7,19.8,49.5,511.3,6.6,20.4,1,0,97.4
Snake Plant,clay,large,young,15.4,27.4,28.6,316.1,4.5,30.7,1,1,96.8
Jade Plant,loamy,large,mature,12.4,31.1,68.1,1027.7,9.3,48.3,1,0,100.0
Areca Palm,loamy,small,seedling,50.4,33.7,89.4,493.3,4.9,55.2,3,0,89.7
Aloe Vera,sandy,large,young,22.2,36.0,52.4,1073.3,8.7,63.5,1,1,74.5
Money Plant,sandy,medium,seedling,41.3,23.1,57.3,338.2,5.8,7.4,3,0,100.0
Snake Plant,clay,large,mature,33.2,16.6,46.1,373.1,5.2,11.4,2,0,89.8
Snake Plant,clay,small,mature,30.7,28.6,79.9,370.8,6.7,47.7,2,0,95.8
Jade Plant,clay,small,mature,6.9,28.7,47.8,784.8,7.8,29.2,1,1,100.0
Jade Plant,clay,medium,young,9.9,29.8,29.3,474.2,6.6,54.4,1,1,88.1
Tulsi,loamy,small,young,56.8,27.2,52.3,563.2,4.6,21.6,2,0,100.0
Monstera,clay,large,young,68.8,37.8,74.14690956225459,158.8,2.5,26.6,5,0,90.5
Money Plant,sandy,large,mature,67.7,33.9,50.1,510.7,4.7,28.4,2,0,98.2
Spider Plant,clay,medium,young,33.2,27.5,71.4,553.0,6.8,25.9,1,0,99.2
Monstera,loamy,small,seedling,50.2,15.3,83.0274343884418,340.7,5.9,9.9,4,1,83.1
Areca Palm,loamy,large,young,50.7,29.3,56.8,367.7,5.2,30.6,3,0,95.1
Areca Palm,loamy,small,mature,54.8,26.5,53.8,311.4,4.1,34.8,3,0,98.7
Jade Plant,clay,large,seedling,33.7,18.3,76.2,1067.3,9.9,33.5,1,0,70.8
Jade Plant,sandy,small,young,21.3,29.5,71.5,923.5,8.7,41.7,1,0,86.1
Peace Lily,loamy,small,young,66.7,25.4,88.4,539.5,5.8,20.8,4,0,95.4
Jade Plant,loamy,medium,mature,21.5,33.1,43.2,943.7,8.3,47.3,1,1,97.9
Jade Plant,sandy,medium,young,29.0,16.9,60.4,679.5,7.1,20.2,1,0,93.6
Money Plant,loamy,small,mature,37.7,19.0,66.4,352.6,5.1,56.3,3,1,82.4
Tulsi,loamy,small,young,57.0,37.6,92.7,525.8,6.5,29.7,2,0,88.8
Areca Palm,loamy,large,seedling,48.7,19.8,76.4,545.9,4.8,3.8,4,0,99.6
Areca Palm,clay,medium,mature,44.0,36.8,89.6,442.4,6.1,10.5,4,1,93.7
Money Plant,clay,medium,young,61.6,30.6,92.3,459.4,4.3,25.5,2,0,100.0
Jade Plant,loamy,medium,young,10.2,21.2,81.2,876.7,8.3,48.6,1,0,82.4
Jade Plant,sandy,large,young,14.1,30.6,94.5,302.5,6.0,4.9,1,0,84.1
Fern,sandy,large,young,52.2,23.1,75.8,287.7,2.4,47.3,3,1,100.0
Jade Plant,loamy,small,mature,20.3,37.0,31.0,1058.3,7.5,46.6,1,1,93.0
Tulsi,sandy,large,seedling,69.1,20.8,57.7,598.6,5.4,55.4,4,0,100.0
Peace Lily,clay,small,seedling,60.4,21.4,69.03835120384544,353.4,5.3,5.0,3,0,100.0
Aloe Vera,loamy,medium,seedling,20.8,29.8,32.6,968.4,7.7,7.6,1,0,89.4
Monstera,sandy,small,seedling,70.0,16.6,91.3779337511923,228.1,2.6,67.2,3,0,81.6
Monstera,sandy,large,young,62.1,35.8,76.73487991289808,245.6,3.6,58.5,4,0,85.7
Aloe Vera,sandy,medium,mature,18.3,33.8,58.7,815.4,9.7,49.1,1,1,84.0
Snake Plant,clay,large,young,45.0,16.9,57.2,311.8,4.9,27.7,1,0,86.9
Spider Plant,sandy,large,mature,37.2,23.3,30.9,357.9,4.7,51.8,1,0,100.0
Areca Palm,clay,small,mature,72.7,29.8,60.0,304.9,6.9,24.4,3,0,98.4
Money Plant,clay,small,seedling,51.4,33.6,71.7,461.0,6.6,53.4,4,0,87.3
Snake Plant,sandy,large,seedling,51.2,26.2,26.3,494.6,5.2,1.0,1,0,100.0
Monstera,sandy,medium,mature,77.4,18.9,66.4,484.7,4.4,4.5,3,0,97.0
Peace Lily,loamy,large,young,67.9,22.5,93.3,364.0,5.9,3.3,3,0,96.7
Snake Plant,sandy,medium,seedling,29.6,32.4,36.8,577.7,6.2,2.9,1,0,86.0
Jade Plant,clay,small,seedling,3.7,35.2,30.7,1024.0,9.7,42.7,1,1,77.8
Areca Palm,loamy,small,seedling,52.9,18.3,44.0,483.2,6.8,2.7,2,0,86.8
Areca Palm,loamy,small,mature,49.5,34.0,46.1,335.3,4.7,38.2,4,0,96.0
Peace Lily,loamy,large,seedling,50.5,25.7,68.9,505.6,5.2,69.7,3,1,84.7
Tulsi,sandy,large,seedling,40.1,16.2,50.5,541.5,5.0,54.6,3,0,75.4
Money Plant,loamy,small,seedling,38.2,33.1,59.0,477.8,6.2,23.5,2,1,87.0
Peace Lily,sandy,small,young,58.4,20.2,73.14363357572094,194.2,2.9,34.9,3,0,100.0
Tulsi,sandy,large,young,52.4,19.1,51.1,592.7,5.9,14.6,2,0,96.3
Jade Plant,sandy,medium,seedling,16.0,17.6,57.6,731.9,9.0,21.3,1,0,76.6
Jade Plant,sandy,large,mature,28.2,34.7,31.1,1197.4,8.0,42.6,1,1,100.0
Monstera,sandy,large,young,54.1,31.9,67.78423135141873,583.9,5.7,65.8,5,1,89.0
Spider Plant,sandy,small,young,26.7,31.9,60.3,539.4,6.4,59.1,2,0,99.5
Aloe Vera,sandy,large,seedling,7.2,30.9,53.5,743.4,7.4,71.9,1,1,70.2
Monstera,sandy,large,young,45.2,34.7,77.3,240.6,2.6,13.3,4,1,100.0
Areca Palm,loamy,large,seedling,68.6,34.8,29.9,389.0,5.6,54.2,3,0,92.0
Jade Plant,loamy,large,seedling,28.7,33.1,30.7,632.9,8.9,68.1,1,1,76.7
Money Plant,sandy,medium,young,45.8,25.7,27.9,320.1,5.7,51.1,4,0,97.0
Peace Lily,sandy,large,seedling,73.6,29.9,76.6,367.6,5.0,25.4,5,0,87.7
Spider Plant,clay,small,seedling,32.9,23.6,56.7,459.6,6.4,59.4,1,0,100.0
Areca Palm,loamy,medium,mature,72.3,36.7,81.6,565.2,4.6,6.3,2,0,88.9
Tulsi,clay,small,seedling,39.3,18.8,32.8,456.2,6.6,45.2,2,1,87.9
Fern,sandy,medium,young,40.7,24.7,76.6,369.7,5.5,68.2,3,1,86.4
Spider Plant,loamy,medium,mature,35.5,29.9,47.8,470.2,6.3,64.7,2,0,98.1
Monstera,sandy,medium,young,46.0,37.3,78.9,485.6,5.8,11.6,4,1,90.4
Tulsi,sandy,large,mature,40.9,35.8,80.6,395.0,4.1,9.1,2,1,87.6
Tulsi,sandy,large,mature,46.4,15.8,47.2,592.6,5.3,38.4,3,0,86.2
Money Plant,clay,medium,seedling,39.8,36.8,89.9,452.2,5.6,46.6,4,1,78.0
Monstera,loamy,large,seedling,81.5,33.4,84.1201443518031,570.1,4.9,10.0,4,0,90.5
Monstera,sandy,medium,mature,44.5,34.3,81.28529233817713,205.3,2.8,56.3,3,1,87.7
Aloe Vera,sandy,small,mature,30.6,34.5,72.4,836.7,9.9,35.3,1,1,86.0
Fern,sandy,large,young,57.9,24.1,75.1,170.3,3.1,70.4,4,0,100.0
Snake Plant,sandy,large,young,30.9,32.1,54.1,1182.2,8.0,30.5,1,0,100.0
Tulsi,loamy,large,seedling,71.8,18.3,46.2,319.8,7.0,69.1,4,0,92.6
Snake Plant,sandy,medium,mature,35.7,36.0,54.0,549.7,5.0,20.8,1,1,89.9
Monstera,loamy,medium,young,43.8,27.9,65.3908389374144,228.1,3.2,45.8,3,1,96.2
Monstera,clay,small,young,45.2,35.9,77.25675787628929,479.7,5.9,26.0,4,1,89.8
Spider Plant,clay,large,mature,19.7,25.9,73.6,697.7,8.2,4.2,1,1,98.2
Tulsi,clay,small,seedling,69.8,21.3,54.4,387.5,4.1,46.0,3,0,95.8
Aloe Vera,loamy,small,seedling,11.2,28.8,36.7,1107.0,7.3,57.6,1,0,97.7
Peace Lily,sandy,large,mature,46.5,23.1,73.05549682869221,168.1,3.9,65.6,4,1,81.0
Tulsi,loamy,small,seedling,59.6,33.3,64.1,513.8,6.5,50.6,4,0,93.0
Spider Plant,clay,small,seedling,33.0,33.8,89.6,683.4,7.5,31.8,2,1,94.9
Fern,clay,small,mature,49.4,22.0,89.98853232188931,145.3,2.6,9.0,3,1,96.3
Snake Plant,clay,large,seedling,44.2,16.8,79.2,309.8,5.0,47.5,1,0,80.9
Areca Palm,sandy,medium,seedling,60.3,16.5,71.7,361.6,6.8,64.9,2,0,76.8
Peace Lily,sandy,small,seedling,79.0,34.5,90.9,534.2,5.4,44.1,4,0,90.0
Snake Plant,sandy,large,seedling,49.4,27.2,75.1,922.3,8.5,70.1,1,0,96.0
Aloe Vera,loamy,large,young,17.2,23.4,66.3,708.5,9.8,25.5,1,0,98.8
Aloe Vera,loamy,small,young,5.4,17.6,93.9,340.8,6.4,54.9,1,1,62.0
Fern,loamy,small,seedling,55.4,22.5,85.76610476464214,552.3,4.7,16.3,5,0,99.1
Spider Plant,sandy,small,young,12.1,36.6,50.7,837.8,7.4,37.6,2,1,91.8
Snake Plant,sandy,medium,young,42.8,31.0,93.4,592.6,4.3,24.4,1,0,100.0
